symbol,dhan_security_id,name,mcap_inr,cmp
SUMMITSEC,21275,Summit Securities,16441001984.0,1501.9
SUNCLAY,20956,Sundaram Clayton,28329318400.0,1285.0
SUNDARMFIN,3339,Sundaram Finance,494028193792.0,4482.3
SUNDRMFAST,3345,Sundram Fasteners,201933357056.0,961.0
SUNDROP,1663,Sundrop Brands,25741293568.0,682.85
SUNFLAG,3348,Sunflag Iron & Steel Company,64924057600.0,360.25
SUNTECK,17641,Sunteck Realty,45264056320.0,308.25
SUNTV,13404,Sun TV Network,202263920640.0,513.25
SUPRAJIT,11689,Suprajit Engineering,67636273152.0,493.05
SUPRIYA,7390,Supriya Lifescience,69134729216.0,859.0
SURAKSHA,27334,Suraksha Diagnostic,12968109056.0,249.0
SURYAROSNI,3375,Surya Roshni,52123799552.0,239.5
SUVEN,11233,Suven Life Sciences,88300838912.0,312.5
SUYOG,24851,Suyog Telematics,10251894784.0,874.95
SWANCORP,27095,Swan Corp,97359716352.0,310.6
SWARAJENG,3384,Swaraj Engines,43326418944.0,3566.0
SWSOLAR,12489,Sterling & Wilson Renewable Energy,48880214016.0,209.3
SYMPHONY,24190,Symphony,47603015680.0,693.2
SYNCOMF,11992,Syncom Formulations,12407999488.0,13.2
TAJGVK,9354,Taj GVK Hotels & Resorts,22581944320.0,360.15
TALBROAUTO,13648,Talbros Automotive Components,24595582976.0,398.45
TANLA,13976,Tanla Platforms,81141374976.0,613.9
TARC,1581,TARC,39708160000.0,134.56
TARIL,15174,Transformers & Rectifiers,89374375936.0,297.75
TARSONS,6943,Tarsons Products,17026009088.0,320.0
TASTYBITE,20092,Tasty Bite Eatables,23940780032.0,9330.0
TATACHEM,3405,Tata Chemicals,172635586560.0,677.65
TATATECH,20293,Tata Technologies,300965625856.0,741.2
TATVA,5162,Tatva Chintan Pharma,41022648320.0,1753.7
TBOTEK,23740,TBO Tek,162824224768.0,1524.8
TBZ,27037,Tribhovandas Bhimji Zaveri,18404304896.0,275.8
TCIEXP,19223,TCI Express,20938350592.0,545.0
TCPLPACK,184,TCPL Packaging,28837322752.0,3175.6
TDPOWERSYS,25178,TD Power Systems,162758787072.0,1041.8
TEAMLEASE,12716,Teamlease Services,21799995392.0,1300.4
TECHNOE,6445,Techno Electric & Engineering,115357548544.0,991.9
TEGA,7105,Tega Industries,113360183296.0,1508.9
TEJASNET,21131,Tejas Networks,92923764736.0,522.8
TEXINFRA,11549,Texmaco Infrastructure & Holdings,14643863552.0,114.92
TEXRAIL,21828,Texmaco Rail & Engineering,45690892288.0,112.3
TFCILTD,3466,Tourism Finance Corporation of India,46431989760.0,100.29
THANGAMAYL,18118,Thangamayil Jewellery,200541192192.0,6452.0
THEJO,19279,Thejo Engineering,20263424000.0,1868.3
THELEELA,757014,Leela Palaces Hotels & Resorts,158496407552.0,474.6
THEMISMED,14485,Themis Medicare,10050935808.0,108.21
THERMAX,3475,Thermax,493119569920.0,4377.5
THOMASCOOK,3481,Thomas Cook,47148445696.0,99.78
THYROCARE,17032,Thyrocare Technologies,92313780224.0,580.0
TI,19196,Tilaknagar Industries,115255754752.0,466.3
TIIL,14223,Technocraft Industries,57663729664.0,2543.3
TIL,3484,TIL,20311889920.0,255.75
TIMETECHNO,14707,Time Technoplast,106886873088.0,216.53
TIMKEN,14198,Timken,233456386048.0,3103.7
TINNARUBR,756020,Tinna Rubber & Infrastructure,20038926336.0,1112.3
TIRUMALCHM,3496,Thirumalai Chemicals,20446955520.0,169.61
TITAGARH,15414,Titagarh Rail Systems,112183238656.0,833.0
TNPL,3980,Tamil Nadu Newsprint & Papers,10428652544.0,150.68
TORNTPOWER,13786,Torrent Power,721136386048.0,1431.1
TRANSRAILL,28714,Transrail Lighting,66738675712.0,497.1
TRAVELFOOD,757545,Travel Food Services,169774366720.0,1289.3
TRIDENT,9685,Trident,126778130432.0,24.88
TRITURBINE,25584,Triveni Turbines,196252450816.0,617.35
TRUALT,759210,Trualt Bioenergy,36805013504.0,429.2
TSFINV,2183,TSF Investments,98163728384.0,444.8
TTKHLTCARE,11369,TTK Healthcare,14726632448.0,1042.2
TTKPRESTIG,3546,TTK Prestige,93041262592.0,679.3
TVSHLTD,29008,TVS Holdings,299455381504.0,14801.0
TVSSCS,18151,TVS Supply Chain Solutions,60375490560.0,136.85
TVSSRICHAK,14245,TVS Srichakra,30207062016.0,3945.0
UBL,16713,United Breweries,380558344192.0,1439.3
UCOBANK,11223,UCO Bank,333301481472.0,26.58
UDS,19113,Updater Services,13523351552.0,200.24
UEL,23507,Ujaas Energy,15927699456.0,119.4
UFBL,3127,United Foodbrands,27575447552.0,705.5
UGROCAP,5313,UGRO Capital,14670288896.0,96.0
UJJIVANSFB,15228,Ujjivan Small Finance Bank,136733360128.0,70.27
ULTRAMAR,762961,Ultramarine & Pigments,10948540416.0,374.95
UNICHEMLAB,3579,Unichem Laboratories,37427695616.0,531.6
UNIMECH,28960,Unimech Aerospace and Manufacturing,60736258048.0,1193.2
UNIPARTS,13057,Uniparts,32675792896.0,724.5
UNITECH,3594,Unitech Group,11197768704.0,4.28
UNIVCABLES,3607,Universal Cables,46696513536.0,1345.9
URBANCO,759084,Urban Company,192539934720.0,131.68
UTIAMC,527,UTI AMC,117763375104.0,916.2
UTKARSHBNK,17358,Utkarsh Small Finance Bank,25696321536.0,14.44
UTLSOLAR,759876,Fujiyama Power Systems,112740360192.0,367.35
V2RETAIL,14766,V2 Retail,80785448960.0,221.55
VADILALIND,24196,Vadilal Industries,51012030464.0,7097.0
VAIBHAVGBL,11364,Vaibhav Global,44665118720.0,267.0
VAML,750174,Vedanta Aluminium Metal,1711581822976.0,438.4
VARROC,3857,Varroc Engineering,101359427584.0,663.35
VEDPOWER,750518,Vedanta Power,137348194304.0,35.18
VEEDOL,14019,Veedol Corporation,23585468416.0,1387.8
VENKEYS,3757,Venkys,21285963776.0,1511.0
VENTIVE,28847,Ventive Hospitality,145391337472.0,622.55
VENUSPIPES,9592,Venus Pipes & Tubes,35093090304.0,1694.0
VESUVIUS,3676,Vesuvius,91890499584.0,452.75
VGUARD,15362,V-Guard Industries,132006625280.0,302.15
VHL,11892,Vardhman Holdings,11042714624.0,3460.0
VIDHIING,13536,Vidhi Specialty Food Ingredients,15070903296.0,301.75
VIDYAWIRES,760224,Vidya Wires,18995548160.0,89.31
VIJAYA,5585,Vijaya Diagnostic Centre,141354057728.0,1372.4
VIKRAMSOLR,759453,Vikram Solar,65890516992.0,181.84
VIKRAN,758973,Vikran Engineering,18868770816.0,73.16
VIMTALABS,13101,Vimta Labs,26834485248.0,600.5
VINATIORGA,17364,Vinati Organics,136418951168.0,1315.0
VINCOFE,25835,Vintage Coffee & Beverages,24121632768.0,165.57
VINDHYATEL,3694,Vindhya Telelinks,22321100800.0,1883.5
VIPIND,3703,VIP Industries,42118922240.0,296.5
VISHNU,6908,Vishnu Chemicals,41600843776.0,618.0
VISL,750290,Vedanta Iron & Steel,119271948288.0,30.55
VIYASH,14296,Viyash Scientific,112149233664.0,256.95
VMART,29284,V Mart Retail,59502497792.0,747.75
VOGL,750368,Vedanta Oil & Gas,134966657024.0,34.57
VOLTAMP,13577,Voltamp Transformers,94342144000.0,9325.0
VSSL,27067,Vardhman Special Steels,29755017216.0,307.75
VSTIND,3724,VST Industries,37265698816.0,219.8
VSTTILLERS,24292,VST Tillers Tractors,37990780928.0,4390.6
VTL,2073,Vardhman Textiles,183107911680.0,632.55
WAAREEINDO,19955,Indosolar,13073959936.0,314.25
WAAREERTL,756038,Waaree Renewable Technologies,95340748800.0,913.7
WABAG,20188,VA Tech Wabag,117544550400.0,1883.2
WAKEFIT,760259,Wakefit Innovations,42360758272.0,127.85
WALCHANNAG,3736,Walchandnagar Industries,15184733184.0,223.6
WANBURY,14063,Wanbury,10693202944.0,306.05
WEALTH,1923,Wealth First Portfolio Managers,10115857408.0,949.4
WEBELSOLAR,14602,Websol Energy System,42838908928.0,98.67
WEL,7835,Wonder Electricals,15609251840.0,116.48
WELCORP,11821,Welspun Corp,448191201280.0,1699.6
WELENT,11626,Welspun Enterprises,80364740608.0,592.6
WELSPUNLIV,11253,Welspun Living,152231657472.0,161.7
WENDT,4235,Wendt,16469999616.0,8235.0
WESTLIFE,11580,Westlife Foodworld,75947073536.0,489.3
WEWORK,759434,WeWork India Management,97664557056.0,704.7
WHEELS,3766,Wheels,34841477120.0,1426.0
WHIRLPOOL,18011,Whirlpool,99981500416.0,787.75
WINDLAS,5366,Windlas Biotech,17681119232.0,856.8
WINDMACHIN,24969,Windsor Machines,29403166720.0,284.2
WOCKPHARMA,7506,Wockhardt,310945021952.0,1913.6
WSTCSTPAPR,3799,West Coast Paper Mills,37684203520.0,570.55
XPROINDIA,11407,Xpro,31811770368.0,1355.4
YASHO,18131,Yasho Industries,38013829120.0,3154.1
YATHARTH,17738,Yatharth Hospital,80388440064.0,834.3
YATRA,18760,Yatra Online,17000299520.0,108.34
ZAGGLE,18608,Zaggle Prepaid Ocean Services,28015781888.0,207.95
ZEEL,3812,Zee Entertainment,103822540800.0,108.09
ZENTEC,7508,Zen Technologies,148092059648.0,1646.6
ZFCVINDIA,16915,ZF Commercial,272336568320.0,2393.0
ZOTA,11394,Zota Healthcare,37752020992.0,1244.6
ZYDUSWELL,17635,Zydus Wellness,183928700928.0,578.1
